"Nombre","Distrito","Valoración","Número de comentarios","Precio","Fecha","Dirección","CP","lat","long"
"OPERA HOUSE VALENCIA B&B","Camins al Grau, Valencia",9.1,705,171,2022-06-19,"CALLE DE ENRIQUE VIEDMA VIDAL (ARQUITECTO), 2, Valencia ",46023,39.4631352,-0.3571467
"PALACIO VALLIER 5*","Ciutat Vella, Valencia",9.5,796,707.5,2022-06-19,"PLAZA DE MANISES, 7, Valencia ",46003,39.4767525,-0.3762522
"THE WESTIN VALENCIA","El Pla del Real, Valencia",8.6,1213,286,2022-06-19,"CALLE DE AMADEO DE SABOYA, 16, Valencia ",46010,39.472942,-0.361162817708596
"PENSIÓN MORATIN","Ciutat Vella, Valencia",6.8,1912,57.5,2022-06-19,"CALLE DE MORATÍN, 15, Valencia ",46002,39.4708036,-0.3756605
"MD DESIGN HOTEL - PORTAL DEL REAL","Ciutat Vella, Valencia",9,1070,154.5,2022-06-19,"CARRER DE BOIX, 3, Valencia ",46003,39.47697,-0.37238
"B&B EL MERCAT","Ciutat Vella, Valencia",6.6,527,90,2022-06-19,"CARRER DEL PEU DE LA CREU, 5, Valencia ",46001,39.47302085,-0.380424803625504
"NH VALENCIA LAS CIENCIAS","Quatre Carreres, Valencia",7.7,2303,111.5,2022-06-19,"AVENIDA DEL INSTITUTO OBRERO DE VALENCIA, 26, Valencia ",46013,39.45538,-0.35817
"VINCCI MERCAT","Ciutat Vella, Valencia",8.7,3291,286,2022-06-19,"CALLE DE LA LINTERNA, 31, Valencia ",46001,39.4719381,-0.3777896
"AC HOTEL VALENCIA BY MARRIOTT","Camins al Grau, Valencia",8.4,1250,131,2022-06-19,"AVENIDA DE FRANCIA, 67, GRAO, Valencia ",46023,39.45886,-0.34393
"HOTEL BOUTIQUE BALANDRET","Poblados marítimos, Valencia",8.8,1415,320,2022-06-19,"PASEO DE NEPTUNO, 20, Valencia ",46011,39.4639344,-0.3235479
"MD MODERN HOTEL - JARDINES","Eixample, Valencia",8.5,1132,115,2022-06-19,"CARRER DEL MESTRE RACIONAL, 23, Valencia ",46005,39.4641809,-0.3617507
"PETIT PALACE RUZAFA","Eixample, Valencia",8.6,1877,199,2022-06-19,"CALLE DE SUECA, 14, Valencia ",46006,39.4627112,-0.3761459
"SH VALENCIA PALACE","El Pla del Real, Valencia",8.3,2335,175,2022-06-19,"PASEO DE LA ALAMEDA, 32, Valencia ",46023,39.4675577,-0.359796353075922
"HOTEL TURIA","Campanar, Valencia",7.5,3061,111.5,2022-06-19,"CARRER DEL PROFESOR BELTRÁN BÁGUENA, 2, Valencia ",46009,39.4803567,-0.3890109
"NH CIUDAD DE VALENCIA","Camins al Grau, Valencia",8,3212,113.5,2022-06-19,"AVENIDA DEL PUERTO, 214, GRAO, POBLATS MARÍTIMS, Valencia ",46023,39.46276,-0.34339
"SENATOR PARQUE CENTRAL HOTEL","Eixample, Valencia",8,3598,124,2022-06-19,"PLAZA MANUEL SANCHIS GUARNER, 1, Valencia ",46006,39.4574798,-0.3755124
"HOSPES PALAU DE LA MAR","Eixample, Valencia",8.6,1134,236,2022-06-19,"AVENIDA DE NAVARRO REVERTER, 14, Valencia ",46004,39.470987,-0.3665897
"ARENA ZONE HOTEL & CAFÉ","Quatre Carreres, Valencia",8.7,834,166,2022-06-19,"AVENIDA DE ANTONIO FERRANDIS (ACTOR), 18, Valencia ",46013,39.4510025,-0.3569108
"NALU VALENCIA BOUTIQUE ROOMS","Ciutat Vella, Valencia",8.1,190,169,2022-06-19,"CALLE DE LA SANGRE, 9, CIUDAD VIEJA, Valencia ",46002,39.4703868,-0.3773597
"HOTEL KRAMER","Campanar, Valencia",8.8,5447,168,2022-06-19,"AVENIDA DE CAMPANAR, 90, Valencia ",46015,39.48078725,-0.393498593134684
"CASA DEL PATRIARCA","Ciutat Vella, Valencia",8.6,1154,123.5,2022-06-19,"CALLE DE SALVÁ, 12, Valencia ",46002,39.4718177,-0.373591
"COSY ROOMS BOLSERÍA","Ciutat Vella, Valencia",7.1,848,121.5,2022-06-19,"CALLE DE LAS MONJAS, 4, CIUDAD VIEJA, Valencia ",46001,39.47537615,-0.380247718542199
"COSMO HOTEL BOUTIQUE","Ciutat Vella, Valencia",9.3,2160,228,2022-06-19,"AVENIDA DE MARÍA CRISTINA, 18, Valencia ",46003,39.4727474,-0.3773469
"YOU & CO. SALER BEACH BOUTIQUE","Poblados del Oeste, Valencia",8.5,2074,100,2022-06-19,"AVENIDA DE LOS PINARES, 10, Valencia ",46012,39.38323,-0.33266
"PALACIOS ROOMS","Algirós, Valencia",7.9,859,124.5,2022-06-19,"CALLE DE DAOIZ Y VELARDE, 6, Valencia ",46021,39.4742105,-0.3495433
"HULOT B&B VALENCIA","Ciutat Vella, Valencia",8.4,1118,91,2022-06-19,"CARRER DEL POETA LIERN, 16, Valencia ",46003,39.4747995,-0.3705918
"CASUAL DE LAS ARTES VALENCIA","Camins al Grau, Valencia",8.1,2426,109.5,2022-06-19,"AVENIDA DEL PUERTO, 39, GRAO, POBLATS MARÍTIMS, Valencia ",46021,39.46709,-0.35582
"NH COLLECTION COLÓN VALENCIA","Eixample, Valencia",8.7,1015,214.5,2022-06-19,"CALLE DE COLÓN, 32, Valencia ",46004,39.468559,-0.3725678
"HELEN BERGER BOUTIQUE HOTEL","Ciutat Vella, Valencia",9.2,2026,306,2022-06-19,"CALLE DE LA NAVE, 3, Valencia ",46003,39.4719418,-0.3709758
"HOTEL OLYMPIA UNIVERSIDADES","Benimaclet, Valencia",8.5,2518,88.5,2022-06-19,"CALLE DEL DOCTOR VICENTE ZARAGOZA, 13, Valencia ",46020,39.4852155,-0.3632217
"HOTEL VALENCIA OCEANIC AFFILIATED BY MELIÁ","Camins al Grau, Valencia",8.3,2363,129,2022-06-19,"CALLE DEL PINTOR MAELLA, 35, Valencia ",46023,39.45828105,-0.347884075806882
"HOLIDAY INN EXPRESS CIUDAD DE LAS CIENCIAS, AN IHG HOTEL","Quatre Carreres, Valencia",7.7,2888,130,2022-06-19,"CALLE ESCRITOR RAFAEL FERRERES, 22, Valencia ",46013,39.45128425,-0.358367637180351
"L&H GRAN VÍA VALENCIA","Extramurs, Valencia",9.1,292,237.5,2022-06-19,"GRAN VÍA FERNANDO EL CATOLICO, 63, Valencia ",46008,39.4750883,-0.388812
"NH VALENCIA LAS ARTES","Quatre Carreres, Valencia",8,2471,128.5,2022-06-19,"AVENIDA DEL INSTITUTO OBRERO DE VALENCIA, 28, Valencia ",46013,39.45572,-0.3573
"HOTEL SAN LORENZO BOUTIQUE","Ciutat Vella, Valencia",8.4,1535,128.5,2022-06-19,"PLAZA DE SAN LORENZO, 2, Valencia ",46003,39.4778128,-0.374827315285652
"COOL LOFS CENTER VALENCIA","Extramurs, Valencia",8.1,12,132.5,2022-06-19,"CALLE LEPANTO, 6, EL BOTÀNIC, Valencia ",46008,39.47406,-0.38438
"HOTEL EL SIGLO","Ciutat Vella, Valencia",8.1,889,103,2022-06-19,"PLAZA DE SANTA CATALINA, 11, Valencia ",46001,39.473877,-0.3760907
"LOTELITO","Ciutat Vella, Valencia",8.8,1294,172,2022-06-19,"CALLE DE VIRUÉS, 6, Valencia ",46002,39.4709807,-0.3746814
"BLANQ CARMEN HOTEL","Ciutat Vella, Valencia",8.4,1513,152.5,2022-06-19,"CALLE BLANQUERIAS, 11, Valencia ",46002,39.4810622,-0.3790927
"HOTEL BELERET","Poblados del Oeste, Valencia",7.8,1998,91.5,2022-06-19,"CALLE CAMPAMENTO, 76, BENIMÀMET, Valencia ",46035,39.50056,-0.42511
"ORIGINAL DOMINO HOUSE","Camins al Grau, Valencia",8.7,689,97,2022-06-19,"CALLE DE LAS ISLAS CANARIAS, 51, GRAO, Valencia ",46023,39.4613327,-0.3380562
"COSY ROOMS TAPINERÍA","Ciutat Vella, Valencia",6.8,1199,124,2022-06-19,"CARRER DE LA TAPINERIA, 13, Valencia ",46001,39.4747296,-0.3764117
"BARCELÓ VALENCIA","Camins al Grau, Valencia",8.6,2240,143.5,2022-06-19,"AVENIDA DE FRANCIA, 11, GRAO, Valencia ",46023,39.46087,-0.35258
"PRIMUS VALENCIA","Camins al Grau, Valencia",8.2,3796,134.5,2022-06-19,"CALLE DE MENORCA, 22, Valencia ",46023,39.4576914,-0.3457277
"HOSTAL BED OF THE SEA","Poblados marítimos, Valencia",6.8,611,89.5,2022-06-19,"CARRER DEL BELLO, 6, Valencia ",46024,39.4592038,-0.335289
"CASUAL SOCARRAT VALENCIA - ADULTS ONLY","Ciutat Vella, Valencia",8.7,1427,176.5,2022-06-19,"CALLE DE LA PAZ, 38, CIUDAD VIEJA, Valencia ",46003,39.472943,-0.3717601
"SH SUITE PALACE","Ciutat Vella, Valencia",8.5,247,120,2022-06-19,"PLAÇA DE MARGARITA VALLDAURA, 2, Valencia ",46002,39.4733342,-0.37485410510106
"PALACIO SANTA CLARA, AUTOGRAPH COLLECTION","Ciutat Vella, Valencia",9.3,257,247.5,2022-06-19,"CALLE DE PASCUAL Y GENIS, 22, Valencia ",46002,39.4682301,-0.3738525
"BLANQ COMEDIAS","Ciutat Vella, Valencia",8.8,1069,120,2022-06-19,"CALLE DE LAS COMEDIAS, 21, CIUDAD VIEJA, Valencia ",46003,39.4729205,-0.3723845
"CASUAL DEL CINE VALENCIA","Ciutat Vella, Valencia",8.4,2290,125,2022-06-19,"CALLE DEL CONVENTO DE SAN FRANCISCO, 7, Valencia ",46002,39.4689015,-0.3776315
"HOME YOUTH HOSTEL BY FEETUP HOSTELS","Ciutat Vella, Valencia",8.7,855,101,2022-06-19,"CALLE  DE LA LONJA, 4, Valencia ",46001,39.4744359,-0.3779944
"COSY ROOMS EMBAJADOR","Ciutat Vella, Valencia",7,1627,105.5,2022-06-19,"CALLE DEL EMBAJADOR VICH, 5, Valencia ",46002,39.472443,-0.375378
"HOSTAL TARTESSOS","Ciutat Vella, Valencia",8.6,506,120,2022-06-19,"PASAJE DE LA SANGRE, 5, Valencia ",46001,39.4707154,-0.377145
"PAMPHYLIA HOTEL","Poblados marítimos, Valencia",8.9,138,250,2022-06-19,"PASEO DE NEPTUNO, 40, Valencia ",46011,39.46468905,-0.32341469206265
"PENSION MONALISA LUXURY SUITES","Extramurs, Valencia",8,675,64,2022-06-19,"AVENIDA DE PÉREZ GALDOS, 12, Valencia ",46007,39.4632544,-0.3871553
"CARO HOTEL","Ciutat Vella, Valencia",9,472,324.5,2022-06-19,"CARRER DE L'ALMIRALL, 14, Valencia ",46003,39.4759686,-0.3720638
"HOSTAL ON DORMIRE VALENCIA","Quatre Carreres, Valencia",7.4,1456,25,2023-02-05,"CALLE DE RUBEN VELA, 23, Valencia ",46006,39.4555276,-0.3744368
"EL COSO","Poblados marítimos, Valencia",7.9,1323,70,2023-02-05,"PASEO DE NEPTUNO, 12, Valencia ",46011,39.463687,-0.323421
"EUROSTARS REY DON JAIME","Camins al Grau, Valencia",7.9,11633,60.5,2023-02-05,"AVENIDA BALEARES, 2, Valencia ",46023,39.4633945,-0.3566471
"MARQUÉS HOUSE HOTEL 4* SUP","Ciutat Vella, Valencia",9.2,1101,122,2023-02-05,"CALLE DE LA ABADÍA DE SAN MARTÍN, 10, Valencia ",46002,39.473,-0.3754
"LAS ARENAS BALNEARIO RESORT","Poblados marítimos, Valencia",8.8,2362,144,2023-02-05,"CALLE EUGENIA VIÑES, 22-24, Valencia ",46011,39.4648302,-0.3248653
"CASUAL VINTAGE VALENCIA","Ciutat Vella, Valencia",8.1,3961,69,2023-02-05,"CALLE DE LA BARCELONINA, 1, Valencia ",46002,39.47134,-0.37632
"CASUAL DE LA MÚSICA VALENCIA","Ciutat Vella, Valencia",7.1,2629,43.5,2023-02-05,"CALLE DE PADILLA, 4, Valencia ",46001,39.4701428,-0.3795473
"SOHO VALENCIA","Eixample, Valencia",8.9,2235,69.5,2023-02-05,"GRAN VÍA DE LAS GERMANIAS, 32, Valencia ",46006,39.4648856,-0.3741102
"NH VALENCIA LAS CIENCIAS","Quatre Carreres, Valencia",7.7,2319,46,2023-02-05,"AVENIDA DEL INSTITUTO OBRERO DE VALENCIA, 26, Valencia ",46013,39.45538,-0.35817
"HOSTAL ABASTOS","Extramurs, Valencia",7.9,767,35,2023-02-05,"CALLE DE ALBERIQUE, 19, Valencia ",46008,39.466484,-0.3880924
"CATALONIA EXCELSIOR","Ciutat Vella, Valencia",8.5,2209,110,2023-02-05,"CALLE DE LA BARCELONINA, 5, Valencia ",46002,39.4714,-0.37587
"VENECIA PLAZA CENTRO","Ciutat Vella, Valencia",9,6761,72,2023-02-05,"PLAZA DEL AYUNTAMIENTO, 3, CIUDAD VIEJA, Valencia ",46002,39.4718725,-0.3768941
"EUROSTARS ACTEÓN","Camins al Grau, Valencia",8.4,4937,61.5,2023-02-05,"CARRER DE VICENTE BELTRÁN GRIMAL, 2, Valencia ",46023,39.46363625,-0.347939215400449
"PORT FERIA VALENCIA","Poblados del Oeste, Valencia",8.1,3331,70,2023-02-05,"CARRER DE CULLERA, 67, Valencia ",46035,39.5041799,-0.4228127
"SERCOTEL SOROLLA PALACE","Poblados del Oeste, Valencia",8.3,4873,99,2023-02-05,"AVENIDA DE LAS CORTES VALENCIANAS, 58, Valencia ",46015,39.49617,-0.40132
"HOTEL PLAZA MERCADO & SPA","Ciutat Vella, Valencia",9.2,992,122,2023-02-05,"PLAZA DEL MERCADO, 45, CIUDAD VIEJA, Valencia ",46001,39.4734442,-0.3778781
"HOTEL DIMAR","Eixample, Valencia",8.6,2111,85,2023-02-05,"GRAN VIA DEL MARQUES DEL TURIA, 80, Valencia ",46005,39.4683488,-0.3650328
"AC HOTEL VALENCIA BY MARRIOTT","Camins al Grau, Valencia",8.3,1266,84,2023-02-05,"AVENIDA DE FRANCIA, 67, GRAO, Valencia ",46023,39.45886,-0.34393
"NH CIUDAD DE VALENCIA","Camins al Grau, Valencia",7.9,3223,59,2023-02-05,"AVENIDA DEL PUERTO, 214, GRAO, POBLATS MARÍTIMS, Valencia ",46023,39.46276,-0.34339
"ILUNION VALENCIA 3","Benicalap, Valencia",7.8,3029,103,2023-02-05,"CALLE DEL VALLE DE AYORA, 5, Valencia ",46015,39.4932582,-0.3991733
"PENSIÓN ALICANTE","Ciutat Vella, Valencia",8.2,1940,28,2023-02-05,"CALLE DE RIBERA, 2, Valencia ",46002,39.46888,-0.37586
"HOSPES PALAU DE LA MAR","Eixample, Valencia",8.6,1140,144.5,2023-02-05,"AVENIDA DE NAVARRO REVERTER, 14, Valencia ",46004,39.470987,-0.3665897
"NH VALENCIA LAS ARTES","Quatre Carreres, Valencia",8,2491,63,2023-02-05,"AVENIDA DEL INSTITUTO OBRERO DE VALENCIA, 28, Valencia ",46013,39.45572,-0.3573
"EUROSTARS GRAN VALENCIA","Benicalap, Valencia",8.4,2587,70,2023-02-05,"CALLE DEL VALLE DE AYORA, 3, Valencia ",46015,39.4915771,-0.3982036
"PALACIO VALLIER 5*","Ciutat Vella, Valencia",9.5,836,218.5,2023-02-05,"PLAZA DE MANISES, 7, Valencia ",46003,39.4767525,-0.3762522
"ILUNION AQUA 3","Camins al Grau, Valencia",8,4392,105,2023-02-05,"CARRER DE LUIS GARCÍA-BERLANGA MARTÍ, 21, Valencia ",46023,39.45535,-0.34292
"PENSION WAKSMAN","Quatre Carreres, Valencia",7.5,284,30,2023-02-05,"AVINGUDA DEL DOCTOR WAKSMAN, 29, Valencia ",46006,39.4556868,-0.3704587
"CASUAL DE LAS ARTES VALENCIA","Camins al Grau, Valencia",8.1,2482,68,2023-02-05,"AVENIDA DEL PUERTO, 39, GRAO, POBLATS MARÍTIMS, Valencia ",46021,39.46709,-0.35582
"ILUNION VALENCIA 4","Benicalap, Valencia",8.1,3449,113.5,2023-02-05,"CALLE DEL VALLE DE AYORA, 1, Valencia ",46015,39.4912973,-0.3980026
"ABCYOU BED&BREAKFAST","Eixample, Valencia",8.7,1062,65.5,2023-02-05,"CARRER DEL TAQUÍGRAF MARTÍ, 10, Valencia ",46005,39.4652174,-0.3706618
"HOTEL OLYMPIA UNIVERSIDADES","Benimaclet, Valencia",8.5,2522,55.5,2023-02-05,"CALLE DEL DOCTOR VICENTE ZARAGOZA, 13, Valencia ",46020,39.4852155,-0.3632217
"NH VALENCIA CENTER","Campanar, Valencia",8.1,3406,82.5,2023-02-05,"CALLE DE RICARDO MICÓ, 1, Valencia ",46009,39.4808319,-0.387316431843575
"HOTEL MALCOM AND BARRET","Quatre Carreres, Valencia",8.7,12650,94,2023-02-05,"AVINGUDA D'AUSIÀS MARCH, 59, Valencia ",46013,39.4507488,-0.3709729
"CITY SUITES MARINA","Camins al Grau, Valencia",8,1230,55,2023-02-05,"CALLE DE LAS MADERAS, 12, Valencia ",46022,39.4677276,-0.3367496
"RUSSAFA YOUTH HOSTEL","Eixample, Valencia",8.4,713,60.5,2023-02-05,"CALLE DEL PADRE PERERA, 5, Valencia ",46006,39.4626176,-0.371846
"AC HOTEL COLÓN VALENCIA BY MARRIOTT","Eixample, Valencia",8.5,491,148.5,2023-02-05,"CALLE DE COLÓN, 6, Valencia ",46004,39.467302,-0.3743674
"BLANQ COMEDIAS","Ciutat Vella, Valencia",8.8,1113,80,2023-02-05,"CALLE DE LAS COMEDIAS, 21, CIUDAD VIEJA, Valencia ",46003,39.4729205,-0.3723845
"HOTEL TURIA","Campanar, Valencia",7.5,3044,111,2023-02-05,"CARRER DEL PROFESOR BELTRÁN BÁGUENA, 2, Valencia ",46009,39.4803567,-0.3890109
"PRIMUS VALENCIA","Camins al Grau, Valencia",8.2,3806,89,2023-02-05,"CALLE DE MENORCA, 22, Valencia ",46023,39.4576914,-0.3457277
"HOSTAL TARTESSOS","Ciutat Vella, Valencia",8.7,547,57,2023-02-05,"PASAJE DE LA SANGRE, 5, Valencia ",46001,39.4707154,-0.377145
"BLANQ CARMEN HOTEL","Ciutat Vella, Valencia",8.3,1508,100,2023-02-05,"CALLE BLANQUERIAS, 11, Valencia ",46002,39.4810622,-0.3790927
"CASUAL SOCARRAT VALENCIA - ADULTS ONLY","Ciutat Vella, Valencia",8.7,1486,127,2023-02-05,"CALLE DE LA PAZ, 38, CIUDAD VIEJA, Valencia ",46003,39.472943,-0.3717601
"HOTEL VALENCIA OCEANIC AFFILIATED BY MELIÁ","Camins al Grau, Valencia",8.3,2418,299,2023-02-05,"CALLE DEL PINTOR MAELLA, 35, Valencia ",46023,39.45828105,-0.347884075806882
"HOST & HOME","Ciutat Vella, Valencia",8.6,650,68.5,2023-02-05,"CALLE DE VITORIA, 3, Valencia ",46002,39.4728166,-0.3760432
"THE WESTIN VALENCIA","El Pla del Real, Valencia",8.6,1210,440,2023-02-05,"CALLE DE AMADEO DE SABOYA, 16, Valencia ",46010,39.472942,-0.361162817708596
"CITY SUITES ABASTOS","Extramurs, Valencia",7.9,1159,78,2023-02-05,"CALLE DE MARTIN EL HUMANO, 28, Valencia ",46008,39.4704832,-0.3908281
"PURPLE NEST HOSTEL","Ciutat Vella, Valencia",8,1245,41.5,2023-02-05,"PLAZA DE TETUÁN, 5, Valencia ",46003,39.4746181,-0.3701021
"YOURS BOUTIQUE STAY","Eixample, Valencia",9.3,150,129,2023-02-05,"CARRER DE CUBA, 19, Valencia ",46006,39.4620147,-0.37698
"URBAN YOUTH HOSTEL","Poblados marítimos, Valencia",8.4,1278,55,2023-02-05,"AVENIDA DEL PUERTO, 280, GRAO, POBLATS MARÍTIMS, Valencia ",46024,39.4612649,-0.3377946
"BALCÓN AL MAR","Poblados marítimos, Valencia",8.3,568,124,2023-02-05,"CARRER DE JOAN JOSEP SISTER, 1, Valencia ",46024,39.4601149,-0.3337991
"CARO HOTEL","Ciutat Vella, Valencia",9,476,188,2023-02-05,"CARRER DE L'ALMIRALL, 14, Valencia ",46003,39.4759686,-0.3720638
"PALACIO SANTA CLARA, AUTOGRAPH COLLECTION","Ciutat Vella, Valencia",9.3,263,222.5,2023-02-05,"CALLE DE PASCUAL Y GENIS, 22, Valencia ",46002,39.4682301,-0.3738525
"MELIA VALENCIA","Benicalap, Valencia",8.8,1817,499,2023-02-05,"AVENIDA DE LAS CORTES VALENCIANAS, 52, Valencia ",46015,39.49472,-0.40081
"MALVARROSA BEACH ROOMS","Poblados marítimos, Valencia",5.7,1390,85,2023-02-05,"PASEO NEPTUNO, 34, Valencia ",46011,39.4645368,-0.323392972524676
"HOLIDAY INN EXPRESS CIUDAD DE LAS CIENCIAS, AN IHG HOTEL","Quatre Carreres, Valencia",7.7,2890,475,2023-02-05,"CALLE ESCRITOR RAFAEL FERRERES, 22, Valencia ",46013,39.45128425,-0.358367637180351
"ILUNION AQUA 4","Camins al Grau, Valencia",8.2,6256,551,2023-02-05,"CARRER DE LUIS GARCÍA BERLANGA MARTÍ, 19-21, Valencia ",46023,39.45594,-0.34578
"HOSTAL BED OF THE SEA","Poblados marítimos, Valencia",6.8,625,200,2023-02-05,"CARRER DEL BELLO, 6, Valencia ",46024,39.4592038,-0.335289
"SOL PLAYA","Poblados marítimos, Valencia",7.8,2911,52,2022-12-18,"PASEO DE NEPTUNO, 54, Valencia ",46011,39.46508695,-0.323431857956879
"EUROSTARS REY DON JAIME","Camins al Grau, Valencia",7.9,11633,63.5,2022-12-18,"AVENIDA BALEARES, 2, Valencia ",46023,39.4633945,-0.3566471
"SWEET HOTEL CONTINENTAL","Ciutat Vella, Valencia",8.1,3170,54,2022-12-18,"CALLE DE CORREOS, 8, Valencia ",46002,39.4697061,-0.3745483
"CATALONIA EXCELSIOR","Ciutat Vella, Valencia",8.5,2209,65,2022-12-18,"CALLE DE LA BARCELONINA, 5, Valencia ",46002,39.4714,-0.37587
"HOTEL VILLACARLOS","Camins al Grau, Valencia",7.9,1759,38,2022-12-18,"AVENIDA DEL PUERTO, 60, GRAO, POBLATS MARÍTIMS, Valencia ",46023,39.46639,-0.35521
"ZENIT VALENCIA","Extramurs, Valencia",8.6,1867,75,2022-12-18,"CALLE DE BAILÉN, 8, LA ROQUETA, Valencia ",46007,39.4667681,-0.3780804
"HI VALENCIA CANOVAS","Eixample, Valencia",7.9,2212,44.5,2022-12-18,"CALLE DE CIRILO AMORÓS, 82, Valencia ",46004,39.4667056,-0.3729278
"SILKEN PUERTA VALENCIA","Camins al Grau, Valencia",8.3,3855,63,2022-12-18,"AVENIDA CARDENAL BENLLOCH, 28, Valencia ",46021,39.46847,-0.35562
"HOTEL MIRAMAR VALENCIA","Poblados marítimos, Valencia",8.2,1090,56,2022-12-18,"PASEO DE NEPTUNO, 32, Valencia ",46011,39.4642871,-0.323598
"HOTEL VALENCIA CENTER","Camins al Grau, Valencia",8.3,5520,73.5,2022-12-18,"AVENIDA DE FRANCIA, 33, GRAO, Valencia ",46023,39.46017,-0.34948
"AD HOC CARMEN","Ciutat Vella, Valencia",8.6,1750,57.5,2022-12-18,"CALLE DE SAMANIEGO, 20, Valencia ",46003,39.4774951,-0.3755486
"EUROSTARS ACTEÓN","Camins al Grau, Valencia",8.4,4937,62,2022-12-18,"CARRER DE VICENTE BELTRÁN GRIMAL, 2, Valencia ",46023,39.46363625,-0.347939215400449
"DWO VALENCIA","Camins al Grau, Valencia",7.6,1720,62.5,2022-12-18,"AVENIDA DEL PUERTO, 129, GRAO, POBLATS MARÍTIMS, Valencia ",46022,39.46481,-0.34687
"EL COSO","Poblados marítimos, Valencia",7.9,1323,70,2022-12-18,"PASEO DE NEPTUNO, 12, Valencia ",46011,39.463687,-0.323421
"NH CIUDAD DE VALENCIA","Camins al Grau, Valencia",7.9,3223,56,2022-12-18,"AVENIDA DEL PUERTO, 214, GRAO, POBLATS MARÍTIMS, Valencia ",46023,39.46276,-0.34339
"HOSTAL ON DORMIRE VALENCIA","Quatre Carreres, Valencia",7.4,1455,25.5,2022-12-18,"CALLE DE RUBEN VELA, 23, Valencia ",46006,39.4555276,-0.3744368
"PETIT PALACE PLAZA DE LA REINA","Ciutat Vella, Valencia",8.7,2049,87,2022-12-18,"CALLE DE LA ABADÍA DE SAN MARTÍN, 3, Valencia ",46002,39.47312,-0.37533
"HOTEL MEDIUM VALENCIA","Quatre Carreres, Valencia",8.1,2612,76.5,2022-12-18,"AVINGUDA D'AMADO GRANELL MESADO, 48, Valencia ",46013,39.4588201,-0.3649061
"SENATOR PARQUE CENTRAL HOTEL","Eixample, Valencia",8,3573,55,2022-12-18,"PLAZA MANUEL SANCHIS GUARNER, 1, Valencia ",46006,39.4574798,-0.3755124
"PETIT PALACE RUZAFA","Eixample, Valencia",8.6,1886,87,2022-12-18,"CALLE DE SUECA, 14, Valencia ",46006,39.4627112,-0.3761459
"PORT FERIA VALENCIA","Poblados del Oeste, Valencia",8.1,3329,73,2022-12-18,"CARRER DE CULLERA, 67, Valencia ",46035,39.5041799,-0.4228127
"NH VALENCIA LAS ARTES","Quatre Carreres, Valencia",8,2491,61,2022-12-18,"AVENIDA DEL INSTITUTO OBRERO DE VALENCIA, 28, Valencia ",46013,39.45572,-0.3573
"AD HOC MONUMENTAL 1881","Ciutat Vella, Valencia",8.4,1303,81,2022-12-18,"CARRER DE BOIX, 4, Valencia ",46003,39.47707,-0.37207
"NH VALENCIA LAS CIENCIAS","Quatre Carreres, Valencia",7.7,2319,66.5,2022-12-18,"AVENIDA DEL INSTITUTO OBRERO DE VALENCIA, 26, Valencia ",46013,39.45538,-0.35817
"HOTEL SABBIA BY GABBEACH","Poblados marítimos, Valencia",8.2,712,90,2022-12-18,"PASEO DE NEPTUNO, 30, Valencia ",46011,39.4642552,-0.323345665553435
"SERCOTEL SOROLLA PALACE","Poblados del Oeste, Valencia",8.3,4873,103,2022-12-18,"AVENIDA DE LAS CORTES VALENCIANAS, 58, Valencia ",46015,39.49617,-0.40132
"HOLIDAY INN EXPRESS CIUDAD DE LAS CIENCIAS, AN IHG HOTEL","Quatre Carreres, Valencia",7.7,2890,64,2022-12-18,"CALLE ESCRITOR RAFAEL FERRERES, 22, Valencia ",46013,39.45128425,-0.358367637180351
"HOTEL BOUTIQUE BALANDRET","Poblados marítimos, Valencia",8.8,1409,116.5,2022-12-18,"PASEO DE NEPTUNO, 20, Valencia ",46011,39.4639344,-0.3235479
"MELIA PLAZA VALENCIA","Ciutat Vella, Valencia",8.7,2090,99,2022-12-18,"PLAZA DEL AYUNTAMIENTO, 4, CIUDAD VIEJA, Valencia ",46002,39.4707157,-0.376740504346867
"SOHO VALENCIA","Eixample, Valencia",8.9,2235,74.5,2022-12-18,"GRAN VÍA DE LAS GERMANIAS, 32, Valencia ",46006,39.4648856,-0.3741102
"BIZZBEACH","Poblados marítimos, Valencia",8,207,20,2022-12-18,"CALLE DE IBIZA, 17, Valencia ",46024,39.4602115,-0.3399427
"BARCELÓ VALENCIA","Camins al Grau, Valencia",8.6,2284,66.5,2022-12-18,"AVENIDA DE FRANCIA, 11, GRAO, Valencia ",46023,39.46087,-0.35258
"VINCCI MERCAT","Ciutat Vella, Valencia",8.7,3320,154,2022-12-18,"CALLE DE LA LINTERNA, 31, Valencia ",46001,39.4719381,-0.3777896
"LAS ARENAS BALNEARIO RESORT","Poblados marítimos, Valencia",8.8,2362,144,2022-12-18,"CALLE EUGENIA VIÑES, 22-24, Valencia ",46011,39.4648302,-0.3248653
"HOTEL 19-30 VALENCIA","Extramurs, Valencia",9.4,546,69,2022-12-18,"CALLE DEL CONVENTO DE JERUSALÉN, 30, Valencia ",46007,39.4650013,-0.3801633
"CASUAL VINTAGE VALENCIA","Ciutat Vella, Valencia",8.1,3959,63,2022-12-18,"CALLE DE LA BARCELONINA, 1, Valencia ",46002,39.47134,-0.37632
"HOGRAFIC HOTEL BOUTIQUE","Eixample, Valencia",8.7,1219,82,2022-12-18,"AVENIDA JACINTO BENAVENTE, 25, Valencia ",46005,39.4646813,-0.3618348
